Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-02-13 00:00:00-05:00,1.620128432409022,1.693349891934307,1.6032958650042581,1.691666603088379,76216000,0.0,0.0
2002-02-14 00:00:00-05:00,1.7127074631238086,1.716073880742533,1.670626199462424,1.6832505464553833,11021600,0.0,0.0
2002-02-15 00:00:00-05:00,1.6832501767652153,1.6874582379962297,1.6580014883246355,1.67483389377594,8389600,0.0,0.0
2002-02-19 00:00:00-05:00,1.6664173015090262,1.6664173015090262,1.5780467478408264,1.6075036525726318,7410400,0.0,0.0
2002-02-20 00:00:00-05:00,1.6159204280113413,1.6622097492218018,1.6032959217473381,1.6622097492218018,6892800,0.0,0.0
2002-02-21 00:00:00-05:00,1.6563183724217407,1.6706260068380219,1.6411690935660002,1.6580016613006592,6976800,0.0,0.0
2002-02-22 00:00:00-05:00,1.6706257009095924,1.6706257009095924,1.6159201065806466,1.6285444498062134,3525600,0.0,0.0
2002-02-25 00:00:00-05:00,1.6243363857056468,1.653793296436526,1.6058206912166149,1.6411689519882202,3453600,0.0,0.0
2002-02-26 00:00:00-05:00,1.6327526688469336,1.6580015182707941,1.6066623355834684,1.6411689519882202,2761600,0.0,0.0
2002-02-27 00:00:00-05:00,1.6285449059067019,1.6293865504277538,1.5990879897790014,1.6117123365402222,4091200,0.0,0.0
2002-02-28 00:00:00-05:00,1.6159199339998929,1.6369605573044372,1.6075036525726318,1.6075036525726318,2751200,0.0,0.0
2002-03-01 00:00:00-05:00,1.603295433067966,1.645376679715705,1.5974040842216373,1.6302275657653809,1913600,0.0,0.0
2002-03-04 00:00:00-05:00,1.6369610318959669,1.667259429080185,1.634436098577589,1.6580016613006592,3180800,0.0,0.0
2002-03-05 00:00:00-05:00,1.6495855479080128,1.6537936100129238,1.6125539913811335,1.6201286315917969,3444800,0.0,0.0
2002-03-06 00:00:00-05:00,1.6192865231947553,1.6352774435616648,1.6159201065806466,1.6285444498062134,1316800,0.0,0.0
2002-03-07 00:00:00-05:00,1.628544397774721,1.733747522171961,1.628544397774721,1.7185982465744019,2700800,0.0,0.0
2002-03-08 00:00:00-05:00,1.7084990626295145,1.7674128898349175,1.7084990626295145,1.758996605873108,1600800,0.0,0.0
2002-03-11 00:00:00-05:00,1.750580316658775,1.8010778597508532,1.7463722549541285,1.781720519065857,5462400,0.0,0.0
2002-03-12 00:00:00-05:00,1.7674128047056807,1.8431590356590444,1.7674128047056807,1.7842453718185425,5819200,0.0,0.0
2002-03-13 00:00:00-05:00,1.784245294523696,1.8094939835719392,1.7379558172322498,1.76909601688385,5063200,0.0,0.0
2002-03-14 00:00:00-05:00,1.769096309155884,1.7842455892985396,1.7539470290132286,1.7674130201339722,1696800,0.0,0.0
2002-03-15 00:00:00-05:00,1.7674126399194845,1.775828922691216,1.6748338504849203,1.7127070426940918,1708000,0.0,0.0
2002-03-18 00:00:00-05:00,1.716915154027078,1.716915154027078,1.6032957346040349,1.6243363618850708,2207200,0.0,0.0
2002-03-19 00:00:00-05:00,1.6369612015888646,1.6411692636951196,1.5654230220915701,1.5738393068313599,3229600,0.0,0.0
2002-03-20 00:00:00-05:00,1.561214504434068,1.561214504434068,1.4307626774643907,1.516608476638794,9236000,0.0,0.0
2002-03-21 00:00:00-05:00,1.5166087880433528,1.6201286586125692,1.5166087880433528,1.5780473947525024,4427200,0.0,0.0
2002-03-22 00:00:00-05:00,1.5780470460776905,1.6487435665841508,1.5578480631511658,1.6243363618850708,2494400,0.0,0.0
2002-03-25 00:00:00-05:00,1.6411686097942744,1.6672589376177425,1.6142366377794406,1.6596843004226685,7571200,0.0,0.0
2002-03-26 00:00:00-05:00,1.6832509583997515,1.6916672452972144,1.6647352556471897,1.681567668914795,1816800,0.0,0.0
2002-03-27 00:00:00-05:00,1.6815671256525602,1.7674129353233832,1.674834130415276,1.733747959136963,1369600,0.0,0.0
